hour,price,charge_mw,discharge_mw,soc_mwh,ts,actual_price,daily_profit
16,102.43,0.0,3.0,86.666667,2024-01-16 16:00:00,102.43,0.0
17,105.85,0.0,20.0,64.444444,2024-01-16 17:00:00,105.85,0.0
18,89.82,0.0,0.0,64.444444,2024-01-16 18:00:00,89.82,0.0
19,110.76,0.0,20.0,42.222222,2024-01-16 19:00:00,110.76,0.0
20,133.14,0.0,20.0,20.0,2024-01-16 20:00:00,133.14,0.0
21,87.58,0.0,0.0,20.0,2024-01-16 21:00:00,87.58,0.0
22,73.54,0.0,0.0,20.0,2024-01-16 22:00:00,73.54,0.0
23,48.76,0.0,0.0,20.0,2024-01-16 23:00:00,48.76,0.0
0,45.2,4.4444444,0.0,54.0,2024-01-17 00:00:00,45.2,5824.71644804
1,45.27,0.0,0.0,54.0,2024-01-17 01:00:00,45.27,0.0
2,59.7,0.0,0.0,54.0,2024-01-17 02:00:00,59.7,0.0
3,59.77,0.0,0.0,54.0,2024-01-17 03:00:00,59.77,0.0
4,51.95,0.0,0.0,54.0,2024-01-17 04:00:00,51.95,0.0
5,52.64,0.0,0.0,54.0,2024-01-17 05:00:00,52.64,0.0
6,35.96,20.0,0.0,72.0,2024-01-17 06:00:00,35.96,0.0
7,40.56,20.0,0.0,90.0,2024-01-17 07:00:00,40.56,0.0
8,58.7,0.0,0.0,90.0,2024-01-17 08:00:00,58.7,0.0
9,74.96,0.0,0.0,90.0,2024-01-17 09:00:00,74.96,0.0
10,82.13,0.0,20.0,67.777778,2024-01-17 10:00:00,82.13,0.0
11,58.66,4.691358,0.0,72.0,2024-01-17 11:00:00,58.66,0.0
12,52.65,20.0,0.0,90.0,2024-01-17 12:00:00,52.65,0.0
13,90.51,0.0,16.2,72.0,2024-01-17 13:00:00,90.51,0.0
14,71.44,0.0,0.0,72.0,2024-01-17 14:00:00,71.44,0.0
15,65.4,20.0,0.0,90.0,2024-01-17 15:00:00,65.4,0.0
16,84.33,0.0,0.0,90.0,2024-01-17 16:00:00,84.33,0.0
17,100.87,0.0,3.0,86.666667,2024-01-17 17:00:00,100.87,0.0
18,130.75,0.0,20.0,64.444444,2024-01-17 18:00:00,130.75,0.0
19,124.91,0.0,20.0,42.222222,2024-01-17 19:00:00,124.91,0.0
20,94.71,0.0,0.0,42.222222,2024-01-17 20:00:00,94.71,0.0
21,102.21,0.0,20.0,20.0,2024-01-17 21:00:00,102.21,0.0
22,67.17,0.0,0.0,20.0,2024-01-17 22:00:00,67.17,0.0
23,67.81,0.0,0.0,20.0,2024-01-17 23:00:00,67.81,0.0
0,63.9,0.0,0.0,50.0,2024-01-18 00:00:00,63.9,6365.598224652
1,41.44,20.0,0.0,68.0,2024-01-18 01:00:00,41.44,0.0
2,52.67,4.4444444,0.0,72.0,2024-01-18 02:00:00,52.67,0.0
3,39.37,20.0,0.0,90.0,2024-01-18 03:00:00,39.37,0.0
4,56.17,0.0,0.0,90.0,2024-01-18 04:00:00,56.17,0.0
5,58.72,0.0,0.0,90.0,2024-01-18 05:00:00,58.72,0.0
6,68.69,0.0,0.0,90.0,2024-01-18 06:00:00,68.69,0.0
7,80.38,0.0,16.2,72.0,2024-01-18 07:00:00,80.38,0.0
8,67.59,0.0,0.0,72.0,2024-01-18 08:00:00,67.59,0.0
9,64.9,0.0,0.0,72.0,2024-01-18 09:00:00,64.9,0.0
10,69.99,0.0,0.0,72.0,2024-01-18 10:00:00,69.99,0.0
11,34.35,20.0,0.0,90.0,2024-01-18 11:00:00,34.35,0.0
12,66.55,0.0,0.0,90.0,2024-01-18 12:00:00,66.55,0.0
13,91.72,0.0,0.0,90.0,2024-01-18 13:00:00,91.72,0.0
14,94.81,0.0,0.0,90.0,2024-01-18 14:00:00,94.81,0.0
15,78.75,0.0,0.0,90.0,2024-01-18 15:00:00,78.75,0.0
16,99.57,0.0,0.0,90.0,2024-01-18 16:00:00,99.57,0.0
17,106.74,0.0,3.0,86.666667,2024-01-18 17:00:00,106.74,0.0
18,123.38,0.0,20.0,64.444444,2024-01-18 18:00:00,123.38,0.0
19,143.16,0.0,20.0,42.222222,2024-01-18 19:00:00,143.16,0.0
20,111.85,0.0,20.0,20.0,2024-01-18 20:00:00,111.85,0.0
21,74.13,0.0,0.0,20.0,2024-01-18 21:00:00,74.13,0.0
22,67.65,0.0,0.0,20.0,2024-01-18 22:00:00,67.65,0.0
23,71.75,0.0,0.0,20.0,2024-01-18 23:00:00,71.75,0.0
0,27.16,20.0,0.0,68.0,2024-01-19 00:00:00,27.16,5582.629999999999
1,41.02,20.0,0.0,86.0,2024-01-19 01:00:00,41.02,0.0
2,52.72,0.0,0.0,86.0,2024-01-19 02:00:00,52.72,0.0
3,60.09,0.0,12.6,72.0,2024-01-19 03:00:00,60.09,0.0
4,56.26,0.0,0.0,72.0,2024-01-19 04:00:00,56.26,0.0
5,42.89,20.0,0.0,90.0,2024-01-19 05:00:00,42.89,0.0
6,63.6,0.0,0.0,90.0,2024-01-19 06:00:00,63.6,0.0
7,66.44,0.0,0.0,90.0,2024-01-19 07:00:00,66.44,0.0
8,65.19,0.0,0.0,90.0,2024-01-19 08:00:00,65.19,0.0
9,62.15,0.0,0.0,90.0,2024-01-19 09:00:00,62.15,0.0
10,65.53,0.0,0.0,90.0,2024-01-19 10:00:00,65.53,0.0
11,60.59,0.0,0.0,90.0,2024-01-19 11:00:00,60.59,0.0
12,104.88,0.0,19.2,68.666667,2024-01-19 12:00:00,104.88,0.0
13,80.04,20.0,0.0,86.666667,2024-01-19 13:00:00,80.04,0.0
14,86.86,0.0,0.0,86.666667,2024-01-19 14:00:00,86.86,0.0
15,81.93,0.0,0.0,86.666667,2024-01-19 15:00:00,81.93,0.0
16,106.07,0.0,20.0,64.444444,2024-01-19 16:00:00,106.07,0.0
17,89.73,0.0,0.0,64.444444,2024-01-19 17:00:00,89.73,0.0
18,98.0,0.0,0.0,64.444444,2024-01-19 18:00:00,98.0,0.0
19,113.57,0.0,20.0,42.222222,2024-01-19 19:00:00,113.57,0.0
20,129.24,0.0,20.0,20.0,2024-01-19 20:00:00,129.24,0.0
21,100.23,0.0,0.0,20.0,2024-01-19 21:00:00,100.23,0.0
22,61.77,0.0,0.0,20.0,2024-01-19 22:00:00,61.77,0.0
23,61.02,0.0,0.0,20.0,2024-01-19 23:00:00,61.02,0.0
0,27.83,20.0,0.0,68.0,2024-01-20 00:00:00,27.83,5677.359310080001
1,39.7,0.0,0.0,68.0,2024-01-20 01:00:00,39.7,0.0
2,37.84,0.0,0.0,68.0,2024-01-20 02:00:00,37.84,0.0
3,45.94,0.0,12.6,54.0,2024-01-20 03:00:00,45.94,0.0
4,18.83,20.0,0.0,72.0,2024-01-20 04:00:00,18.83,0.0
5,27.09,20.0,0.0,90.0,2024-01-20 05:00:00,27.09,0.0
6,48.83,0.0,0.0,90.0,2024-01-20 06:00:00,48.83,0.0
7,38.23,0.0,0.0,90.0,2024-01-20 07:00:00,38.23,0.0
8,38.26,0.0,0.0,90.0,2024-01-20 08:00:00,38.26,0.0
9,54.24,0.0,0.0,90.0,2024-01-20 09:00:00,54.24,0.0
10,44.5,0.0,0.0,90.0,2024-01-20 10:00:00,44.5,0.0
11,84.59,0.0,20.0,67.777778,2024-01-20 11:00:00,84.59,0.0
12,53.26,20.0,0.0,85.777778,2024-01-20 12:00:00,53.26,0.0
13,63.52,0.0,0.0,85.777778,2024-01-20 13:00:00,63.52,0.0
14,73.63,0.0,0.0,85.777778,2024-01-20 14:00:00,73.63,0.0
15,56.24,4.691358,0.0,90.0,2024-01-20 15:00:00,56.24,0.0
16,89.94,0.0,0.0,90.0,2024-01-20 16:00:00,89.94,0.0
17,103.33,0.0,20.0,67.777778,2024-01-20 17:00:00,103.33,0.0
18,101.93,0.0,20.0,45.555556,2024-01-20 18:00:00,101.93,0.0
19,108.64,0.0,20.0,23.333333,2024-01-20 19:00:00,108.64,0.0
20,97.78,0.0,3.0,20.0,2024-01-20 20:00:00,97.78,0.0
21,88.64,0.0,0.0,20.0,2024-01-20 21:00:00,88.64,0.0
22,91.26,0.0,0.0,20.0,2024-01-20 22:00:00,91.26,0.0
23,33.26,0.0,0.0,20.0,2024-01-20 23:00:00,33.26,0.0
0,19.17,20.0,0.0,68.0,2024-01-21 00:00:00,19.17,7750.3526682799975
1,34.3,4.4444444,0.0,72.0,2024-01-21 01:00:00,34.3,0.0
2,7.11,20.0,0.0,90.0,2024-01-21 02:00:00,7.11,0.0
3,43.59,0.0,0.0,90.0,2024-01-21 03:00:00,43.59,0.0
4,39.04,0.0,0.0,90.0,2024-01-21 04:00:00,39.04,0.0
5,141.4,0.0,20.0,67.777778,2024-01-21 05:00:00,141.4,0.0
6,41.86,20.0,0.0,85.777778,2024-01-21 06:00:00,41.86,0.0
7,54.42,0.0,0.0,85.777778,2024-01-21 07:00:00,54.42,0.0
8,56.41,0.0,0.0,85.777778,2024-01-21 08:00:00,56.41,0.0
9,59.53,0.0,12.4,72.0,2024-01-21 09:00:00,59.53,0.0
10,39.12,20.0,0.0,90.0,2024-01-21 10:00:00,39.12,0.0
11,64.01,0.0,0.0,90.0,2024-01-21 11:00:00,64.01,0.0
12,87.9,0.0,0.0,90.0,2024-01-21 12:00:00,87.9,0.0
13,67.77,0.0,0.0,90.0,2024-01-21 13:00:00,67.77,0.0
14,71.38,0.0,0.0,90.0,2024-01-21 14:00:00,71.38,0.0
15,95.57,0.0,16.2,72.0,2024-01-21 15:00:00,95.57,0.0
16,73.08,20.0,0.0,90.0,2024-01-21 16:00:00,73.08,0.0
17,109.88,0.0,20.0,67.777778,2024-01-21 17:00:00,109.88,0.0
18,100.56,0.0,3.0,64.444444,2024-01-21 18:00:00,100.56,0.0
19,113.24,0.0,20.0,42.222222,2024-01-21 19:00:00,113.24,0.0
20,103.16,0.0,20.0,20.0,2024-01-21 20:00:00,103.16,0.0
21,75.17,0.0,0.0,20.0,2024-01-21 21:00:00,75.17,0.0
22,55.39,0.0,0.0,20.0,2024-01-21 22:00:00,55.39,0.0
23,59.67,0.0,0.0,20.0,2024-01-21 23:00:00,59.67,0.0
0,26.45,20.0,0.0,68.0,2024-01-22 00:00:00,26.45,6098.462446388001
1,41.73,4.4444444,0.0,72.0,2024-01-22 01:00:00,41.73,0.0
2,52.91,0.0,0.0,72.0,2024-01-22 02:00:00,52.91,0.0
3,43.22,0.0,0.0,72.0,2024-01-22 03:00:00,43.22,0.0
4,49.48,0.0,0.0,72.0,2024-01-22 04:00:00,49.48,0.0
5,28.66,20.0,0.0,90.0,2024-01-22 05:00:00,28.66,0.0
6,49.07,0.0,0.0,90.0,2024-01-22 06:00:00,49.07,0.0
7,67.49,0.0,0.0,90.0,2024-01-22 07:00:00,67.49,0.0
8,55.18,0.0,0.0,90.0,2024-01-22 08:00:00,55.18,0.0
9,52.35,0.0,0.0,90.0,2024-01-22 09:00:00,52.35,0.0
10,79.57,0.0,0.0,90.0,2024-01-22 10:00:00,79.57,0.0
11,79.15,0.0,0.0,90.0,2024-01-22 11:00:00,79.15,0.0
12,62.88,0.0,0.0,90.0,2024-01-22 12:00:00,62.88,0.0
13,81.08,0.0,0.0,90.0,2024-01-22 13:00:00,81.08,0.0
14,71.22,0.0,0.0,90.0,2024-01-22 14:00:00,71.22,0.0
15,85.31,0.0,0.0,90.0,2024-01-22 15:00:00,85.31,0.0
16,95.63,0.0,0.0,90.0,2024-01-22 16:00:00,95.63,0.0
17,96.97,0.0,3.0,86.666667,2024-01-22 17:00:00,96.97,0.0
18,124.63,0.0,20.0,64.444444,2024-01-22 18:00:00,124.63,0.0
19,126.17,0.0,20.0,42.222222,2024-01-22 19:00:00,126.17,0.0
20,107.28,0.0,20.0,20.0,2024-01-22 20:00:00,107.28,0.0
21,91.7,0.0,0.0,20.0,2024-01-22 21:00:00,91.7,0.0
22,49.98,20.0,0.0,38.0,2024-01-22 22:00:00,49.98,0.0
23,75.34,0.0,16.2,20.0,2024-01-22 23:00:00,75.34,0.0
0,47.37,4.4444444,0.0,54.0,2024-01-23 00:00:00,47.37,5794.927658171999
1,36.31,20.0,0.0,72.0,2024-01-23 01:00:00,36.31,0.0
2,49.68,0.0,0.0,72.0,2024-01-23 02:00:00,49.68,0.0
3,55.6,0.0,0.0,72.0,2024-01-23 03:00:00,55.6,0.0
4,57.85,0.0,0.0,72.0,2024-01-23 04:00:00,57.85,0.0
5,39.21,20.0,0.0,90.0,2024-01-23 05:00:00,39.21,0.0
6,71.01,0.0,0.0,90.0,2024-01-23 06:00:00,71.01,0.0
7,60.64,0.0,0.0,90.0,2024-01-23 07:00:00,60.64,0.0
8,68.83,0.0,0.0,90.0,2024-01-23 08:00:00,68.83,0.0
9,59.77,0.0,0.0,90.0,2024-01-23 09:00:00,59.77,0.0
10,83.57,0.0,0.0,90.0,2024-01-23 10:00:00,83.57,0.0
11,73.97,0.0,0.0,90.0,2024-01-23 11:00:00,73.97,0.0
12,89.97,0.0,20.0,67.777778,2024-01-23 12:00:00,89.97,0.0
13,60.15,20.0,0.0,85.777778,2024-01-23 13:00:00,60.15,0.0
14,65.1,4.691358,0.0,90.0,2024-01-23 14:00:00,65.1,0.0
15,86.53,0.0,0.0,90.0,2024-01-23 15:00:00,86.53,0.0
16,112.31,0.0,20.0,67.777778,2024-01-23 16:00:00,112.31,0.0
17,130.21,0.0,20.0,45.555556,2024-01-23 17:00:00,130.21,0.0
18,105.78,0.0,0.0,45.555556,2024-01-23 18:00:00,105.78,0.0
19,117.74,0.0,20.0,23.333333,2024-01-23 19:00:00,117.74,0.0
20,107.98,0.0,3.0,20.0,2024-01-23 20:00:00,107.98,0.0
21,97.18,0.0,0.0,20.0,2024-01-23 21:00:00,97.18,0.0
22,82.13,0.0,0.0,20.0,2024-01-23 22:00:00,82.13,0.0
23,42.27,0.0,0.0,20.0,2024-01-23 23:00:00,42.27,0.0
0,49.44,0.0,0.0,50.0,2024-01-24 00:00:00,49.44,6302.47
1,24.77,20.0,0.0,68.0,2024-01-24 01:00:00,24.77,0.0
2,57.21,0.0,12.6,54.0,2024-01-24 02:00:00,57.21,0.0
3,42.31,20.0,0.0,72.0,2024-01-24 03:00:00,42.31,0.0
4,36.98,20.0,0.0,90.0,2024-01-24 04:00:00,36.98,0.0
5,59.42,0.0,0.0,90.0,2024-01-24 05:00:00,59.42,0.0
6,53.3,0.0,0.0,90.0,2024-01-24 06:00:00,53.3,0.0
7,77.31,0.0,16.2,72.0,2024-01-24 07:00:00,77.31,0.0
8,51.37,20.0,0.0,90.0,2024-01-24 08:00:00,51.37,0.0
9,92.27,0.0,16.2,72.0,2024-01-24 09:00:00,92.27,0.0
10,81.58,0.0,0.0,72.0,2024-01-24 10:00:00,81.58,0.0
11,89.36,0.0,0.0,72.0,2024-01-24 11:00:00,89.36,0.0
12,64.78,20.0,0.0,90.0,2024-01-24 12:00:00,64.78,0.0
13,102.04,0.0,16.2,72.0,2024-01-24 13:00:00,102.04,0.0
14,66.32,20.0,0.0,90.0,2024-01-24 14:00:00,66.32,0.0
15,85.11,0.0,0.0,90.0,2024-01-24 15:00:00,85.11,0.0
16,110.06,0.0,3.0,86.666667,2024-01-24 16:00:00,110.06,0.0
17,110.89,0.0,20.0,64.444444,2024-01-24 17:00:00,110.89,0.0
18,101.23,0.0,0.0,64.444444,2024-01-24 18:00:00,101.23,0.0
19,129.92,0.0,20.0,42.222222,2024-01-24 19:00:00,129.92,0.0
20,112.7,0.0,20.0,20.0,2024-01-24 20:00:00,112.7,0.0
21,81.73,0.0,0.0,20.0,2024-01-24 21:00:00,81.73,0.0
22,49.74,0.0,0.0,20.0,2024-01-24 22:00:00,49.74,0.0
23,65.83,0.0,0.0,20.0,2024-01-24 23:00:00,65.83,0.0
0,45.52,4.4444444,0.0,54.0,2024-01-25 00:00:00,45.52,5727.596299951998
1,49.11,0.0,0.0,54.0,2024-01-25 01:00:00,49.11,0.0
2,27.27,20.0,0.0,72.0,2024-01-25 02:00:00,27.27,0.0
3,41.47,20.0,0.0,90.0,2024-01-25 03:00:00,41.47,0.0
4,52.85,0.0,0.0,90.0,2024-01-25 04:00:00,52.85,0.0
5,74.99,0.0,0.0,90.0,2024-01-25 05:00:00,74.99,0.0
6,58.27,0.0,0.0,90.0,2024-01-25 06:00:00,58.27,0.0
7,81.83,0.0,20.0,67.777778,2024-01-25 07:00:00,81.83,0.0
8,72.63,0.0,0.0,67.777778,2024-01-25 08:00:00,72.63,0.0
9,67.45,0.0,0.0,67.777778,2024-01-25 09:00:00,67.45,0.0
10,57.28,20.0,0.0,85.777778,2024-01-25 10:00:00,57.28,0.0
11,60.52,4.691358,0.0,90.0,2024-01-25 11:00:00,60.52,0.0
12,78.41,0.0,0.0,90.0,2024-01-25 12:00:00,78.41,0.0
13,69.75,0.0,0.0,90.0,2024-01-25 13:00:00,69.75,0.0
14,72.95,0.0,0.0,90.0,2024-01-25 14:00:00,72.95,0.0
15,87.85,0.0,0.0,90.0,2024-01-25 15:00:00,87.85,0.0
16,95.85,0.0,0.0,90.0,2024-01-25 16:00:00,95.85,0.0
17,118.24,0.0,20.0,67.777778,2024-01-25 17:00:00,118.24,0.0
18,113.8,0.0,20.0,45.555556,2024-01-25 18:00:00,113.8,0.0
19,121.99,0.0,20.0,23.333333,2024-01-25 19:00:00,121.99,0.0
20,107.1,0.0,3.0,20.0,2024-01-25 20:00:00,107.1,0.0
21,67.55,0.0,0.0,20.0,2024-01-25 21:00:00,67.55,0.0
22,70.44,0.0,0.0,20.0,2024-01-25 22:00:00,70.44,0.0
23,26.21,0.0,0.0,20.0,2024-01-25 23:00:00,26.21,0.0
0,33.3,20.0,0.0,68.0,2024-01-26 00:00:00,33.3,6135.3782458000005
1,50.57,0.0,20.0,45.777778,2024-01-26 01:00:00,50.57,0.0
2,44.95,0.0,0.0,45.777778,2024-01-26 02:00:00,44.95,0.0
3,23.95,20.0,0.0,63.777778,2024-01-26 03:00:00,23.95,0.0
4,34.08,9.1358025,0.0,72.0,2024-01-26 04:00:00,34.08,0.0
5,22.95,20.0,0.0,90.0,2024-01-26 05:00:00,22.95,0.0
6,42.74,0.0,0.0,90.0,2024-01-26 06:00:00,42.74,0.0
7,65.8,0.0,0.0,90.0,2024-01-26 07:00:00,65.8,0.0
8,56.35,0.0,0.0,90.0,2024-01-26 08:00:00,56.35,0.0
9,68.5,0.0,0.0,90.0,2024-01-26 09:00:00,68.5,0.0
10,71.32,0.0,0.0,90.0,2024-01-26 10:00:00,71.32,0.0
11,75.42,0.0,0.0,90.0,2024-01-26 11:00:00,75.42,0.0
12,87.45,0.0,0.0,90.0,2024-01-26 12:00:00,87.45,0.0
13,72.69,0.0,0.0,90.0,2024-01-26 13:00:00,72.69,0.0
14,93.04,0.0,16.2,72.0,2024-01-26 14:00:00,93.04,0.0
15,57.85,20.0,0.0,90.0,2024-01-26 15:00:00,57.85,0.0
16,106.05,0.0,3.0,86.666667,2024-01-26 16:00:00,106.05,0.0
17,93.0,0.0,0.0,86.666667,2024-01-26 17:00:00,93.0,0.0
18,107.81,0.0,20.0,64.444444,2024-01-26 18:00:00,107.81,0.0
19,110.87,0.0,20.0,42.222222,2024-01-26 19:00:00,110.87,0.0
20,118.7,0.0,20.0,20.0,2024-01-26 20:00:00,118.7,0.0
21,75.22,0.0,0.0,20.0,2024-01-26 21:00:00,75.22,0.0
22,64.73,0.0,0.0,20.0,2024-01-26 22:00:00,64.73,0.0
23,46.16,0.0,0.0,20.0,2024-01-26 23:00:00,46.16,0.0
0,36.66,20.0,0.0,68.0,2024-01-27 00:00:00,36.66,5067.998518334998
1,43.71,20.0,0.0,86.0,2024-01-27 01:00:00,43.71,0.0
2,51.54,0.0,0.0,86.0,2024-01-27 02:00:00,51.54,0.0
3,61.63,0.0,20.0,63.777778,2024-01-27 03:00:00,61.63,0.0
4,46.12,0.0,0.0,63.777778,2024-01-27 04:00:00,46.12,0.0
5,43.77,9.1358025,0.0,72.0,2024-01-27 05:00:00,43.77,0.0
6,31.05,20.0,0.0,90.0,2024-01-27 06:00:00,31.05,0.0
7,72.68,0.0,20.0,67.777778,2024-01-27 07:00:00,72.68,0.0
8,48.79,0.0,0.0,67.777778,2024-01-27 08:00:00,48.79,0.0
9,48.11,0.0,0.0,67.777778,2024-01-27 09:00:00,48.11,0.0
10,58.12,0.0,0.0,67.777778,2024-01-27 10:00:00,58.12,0.0
11,47.78,4.691358,0.0,72.0,2024-01-27 11:00:00,47.78,0.0
12,36.01,20.0,0.0,90.0,2024-01-27 12:00:00,36.01,0.0
13,70.13,0.0,0.0,90.0,2024-01-27 13:00:00,70.13,0.0
14,85.21,0.0,0.0,90.0,2024-01-27 14:00:00,85.21,0.0
15,81.25,0.0,0.0,90.0,2024-01-27 15:00:00,81.25,0.0
16,83.16,0.0,0.0,90.0,2024-01-27 16:00:00,83.16,0.0
17,96.66,0.0,20.0,67.777778,2024-01-27 17:00:00,96.66,0.0
18,104.49,0.0,20.0,45.555556,2024-01-27 18:00:00,104.49,0.0
19,102.55,0.0,20.0,23.333333,2024-01-27 19:00:00,102.55,0.0
20,91.36,0.0,3.0,20.0,2024-01-27 20:00:00,91.36,0.0
21,73.11,0.0,0.0,20.0,2024-01-27 21:00:00,73.11,0.0
22,74.4,0.0,0.0,20.0,2024-01-27 22:00:00,74.4,0.0
23,50.96,0.0,0.0,20.0,2024-01-27 23:00:00,50.96,0.0
0,35.75,4.4444444,0.0,54.0,2024-01-28 00:00:00,35.75,5239.0942239000005
1,40.17,0.0,0.0,54.0,2024-01-28 01:00:00,40.17,0.0
2,40.67,0.0,0.0,54.0,2024-01-28 02:00:00,40.67,0.0
3,46.13,0.0,0.0,54.0,2024-01-28 03:00:00,46.13,0.0
4,25.3,20.0,0.0,72.0,2024-01-28 04:00:00,25.3,0.0
5,34.18,20.0,0.0,90.0,2024-01-28 05:00:00,34.18,0.0
6,39.13,0.0,0.0,90.0,2024-01-28 06:00:00,39.13,0.0
7,59.2,0.0,16.2,72.0,2024-01-28 07:00:00,59.2,0.0
8,56.36,0.0,0.0,72.0,2024-01-28 08:00:00,56.36,0.0
9,36.91,20.0,0.0,90.0,2024-01-28 09:00:00,36.91,0.0
10,59.74,0.0,0.0,90.0,2024-01-28 10:00:00,59.74,0.0
11,72.95,0.0,0.0,90.0,2024-01-28 11:00:00,72.95,0.0
12,59.26,0.0,0.0,90.0,2024-01-28 12:00:00,59.26,0.0
13,70.68,0.0,0.0,90.0,2024-01-28 13:00:00,70.68,0.0
14,77.16,0.0,16.2,72.0,2024-01-28 14:00:00,77.16,0.0
15,57.13,20.0,0.0,90.0,2024-01-28 15:00:00,57.13,0.0
16,84.15,0.0,0.0,90.0,2024-01-28 16:00:00,84.15,0.0
17,106.21,0.0,20.0,67.777778,2024-01-28 17:00:00,106.21,0.0
18,100.65,0.0,20.0,45.555556,2024-01-28 18:00:00,100.65,0.0
19,110.94,0.0,20.0,23.333333,2024-01-28 19:00:00,110.94,0.0
20,87.68,0.0,3.0,20.0,2024-01-28 20:00:00,87.68,0.0
21,65.51,0.0,0.0,20.0,2024-01-28 21:00:00,65.51,0.0
22,62.43,0.0,0.0,20.0,2024-01-28 22:00:00,62.43,0.0
23,33.95,0.0,0.0,20.0,2024-01-28 23:00:00,33.95,0.0
0,37.25,20.0,0.0,68.0,2024-01-29 00:00:00,37.25,7714.2156821319995
1,41.72,4.4444444,0.0,72.0,2024-01-29 01:00:00,41.72,0.0
2,43.71,0.0,0.0,72.0,2024-01-29 02:00:00,43.71,0.0
3,41.54,20.0,0.0,90.0,2024-01-29 03:00:00,41.54,0.0
4,42.51,0.0,0.0,90.0,2024-01-29 04:00:00,42.51,0.0
5,54.37,0.0,0.0,90.0,2024-01-29 05:00:00,54.37,0.0
6,210.44,0.0,20.0,67.777778,2024-01-29 06:00:00,210.44,0.0
7,45.65,4.691358,0.0,72.0,2024-01-29 07:00:00,45.65,0.0
8,57.84,0.0,0.0,72.0,2024-01-29 08:00:00,57.84,0.0
9,41.23,20.0,0.0,90.0,2024-01-29 09:00:00,41.23,0.0
10,65.86,0.0,0.0,90.0,2024-01-29 10:00:00,65.86,0.0
11,70.6,0.0,0.0,90.0,2024-01-29 11:00:00,70.6,0.0
12,77.64,0.0,0.0,90.0,2024-01-29 12:00:00,77.64,0.0
13,77.5,0.0,0.0,90.0,2024-01-29 13:00:00,77.5,0.0
14,87.44,0.0,0.0,90.0,2024-01-29 14:00:00,87.44,0.0
15,84.37,0.0,0.0,90.0,2024-01-29 15:00:00,84.37,0.0
16,88.47,0.0,0.0,90.0,2024-01-29 16:00:00,88.47,0.0
17,90.09,0.0,3.0,86.666667,2024-01-29 17:00:00,90.09,0.0
18,112.09,0.0,20.0,64.444444,2024-01-29 18:00:00,112.09,0.0
19,102.05,0.0,20.0,42.222222,2024-01-29 19:00:00,102.05,0.0
20,102.83,0.0,20.0,20.0,2024-01-29 20:00:00,102.83,0.0
21,76.56,0.0,0.0,20.0,2024-01-29 21:00:00,76.56,0.0
22,74.34,0.0,0.0,20.0,2024-01-29 22:00:00,74.34,0.0
23,56.73,0.0,0.0,20.0,2024-01-29 23:00:00,56.73,0.0
0,50.86,0.0,0.0,50.0,2024-01-30 00:00:00,50.86,4987.522220699999
1,49.05,0.0,0.0,50.0,2024-01-30 01:00:00,49.05,0.0
2,41.59,20.0,0.0,68.0,2024-01-30 02:00:00,41.59,0.0
3,43.9,20.0,0.0,86.0,2024-01-30 03:00:00,43.9,0.0
4,53.85,0.0,0.0,86.0,2024-01-30 04:00:00,53.85,0.0
5,80.49,0.0,20.0,63.777778,2024-01-30 05:00:00,80.49,0.0
6,45.87,20.0,0.0,81.777778,2024-01-30 06:00:00,45.87,0.0
7,58.99,0.0,0.0,81.777778,2024-01-30 07:00:00,58.99,0.0
8,47.32,9.1358025,0.0,90.0,2024-01-30 08:00:00,47.32,0.0
9,64.19,0.0,0.0,90.0,2024-01-30 09:00:00,64.19,0.0
10,54.72,0.0,0.0,90.0,2024-01-30 10:00:00,54.72,0.0
11,70.73,0.0,0.0,90.0,2024-01-30 11:00:00,70.73,0.0
12,74.13,0.0,0.0,90.0,2024-01-30 12:00:00,74.13,0.0
13,70.75,0.0,0.0,90.0,2024-01-30 13:00:00,70.75,0.0
14,58.82,0.0,0.0,90.0,2024-01-30 14:00:00,58.82,0.0
15,97.82,0.0,0.0,90.0,2024-01-30 15:00:00,97.82,0.0
16,103.2,0.0,20.0,67.777778,2024-01-30 16:00:00,103.2,0.0
17,102.5,0.0,3.0,64.444444,2024-01-30 17:00:00,102.5,0.0
18,101.87,0.0,0.0,64.444444,2024-01-30 18:00:00,101.87,0.0
19,112.88,0.0,20.0,42.222222,2024-01-30 19:00:00,112.88,0.0
20,105.62,0.0,20.0,20.0,2024-01-30 20:00:00,105.62,0.0
21,94.11,0.0,0.0,20.0,2024-01-30 21:00:00,94.11,0.0
22,73.93,0.0,0.0,20.0,2024-01-30 22:00:00,73.93,0.0
23,67.73,0.0,0.0,20.0,2024-01-30 23:00:00,67.73,0.0
0,25.02,20.0,0.0,68.0,2024-01-31 00:00:00,25.02,5550.103999999999
1,38.93,20.0,0.0,86.0,2024-01-31 01:00:00,38.93,0.0
2,56.22,0.0,12.6,72.0,2024-01-31 02:00:00,56.22,0.0
3,31.41,20.0,0.0,90.0,2024-01-31 03:00:00,31.41,0.0
4,65.24,0.0,0.0,90.0,2024-01-31 04:00:00,65.24,0.0
5,72.11,0.0,16.2,72.0,2024-01-31 05:00:00,72.11,0.0
6,70.6,0.0,0.0,72.0,2024-01-31 06:00:00,70.6,0.0
7,61.62,0.0,0.0,72.0,2024-01-31 07:00:00,61.62,0.0
8,57.17,0.0,0.0,72.0,2024-01-31 08:00:00,57.17,0.0
